2025-09-29 16:27:24 | INFO     | app.services.trading_bot | stop            | 🛑 Trading Bot stopped
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $107.70
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: Yes
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 81.5%
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 3] ORDER FILLED:
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 116686
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.035906
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $2968.2453
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.1077
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 3] TRADE COMPLETED:
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.32s
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $106.68
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $2968.2453
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.101%
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 3] TRADE SUCCESS: BUY 0.035906 ADAUSDT @ $2968.2453
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 4] ANALYZING ETHUSDT (Test: Yes)
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_user_analysis | 🔴 [User 4] AI SIGNAL: SELL | Confidence: 94.8% | Technical indicators suggest sell signal with 94.8% confidence
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 4] Available USDT balance: $2813.07
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 4] Trade validation PASSED - proceeding to execution
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 4] Trade params: Size=$216.69, Position=$0.101367
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 4] EXECUTING TRADE:
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: ETHUSDT
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: SELL
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.101367
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $216.69
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: No
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 94.8%
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 4] ORDER FILLED:
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 610791
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.099863
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $2137.2567
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.2167
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 4] TRADE COMPLETED:
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.23s
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $213.65
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $2137.2567
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.101%
2025-09-29 21:43:57 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 4] TRADE SUCCESS: SELL 0.099863 ETHUSDT @ $2137.2567
2025-09-29 21:43:58 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 5] ANALYZING ADAUSDT (Test: No)
2025-09-29 21:43:58 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟢 [User 5] AI SIGNAL: BUY | Confidence: 79.5% | Technical indicators suggest buy signal with 79.5% confidence
2025-09-29 21:43:58 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 5] Available USDT balance: $2787.17
2025-09-29 21:43:58 | WARNING  | app.services.trading_bot | simulate_trade_execution | ❌ [User 5] TRADE REJECTED: Risk threshold exceeded
2025-09-29 21:43:58 | INFO     | app.services.trading_bot | simulate_trading_cycle | ✅ Trading cycle #57 completed in 66.79s
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trading_cycle | 🔄 Starting trading cycle #68 at 21:43:59
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trading_cycle | 👥 TRADING CYCLE #68 STATS:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trading_cycle |    📊 Active trading users: 6
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trading_cycle |    🌐 Connected users: 3
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trading_cycle |    🔌 Total connections: 6
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 1] ANALYZING SOLUSDT (Test: Yes)
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟡 [User 1] AI SIGNAL: HOLD | Confidence: 73.0% | Technical indicators suggest hold signal with 73.0% confidence
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 2] ANALYZING DOTUSDT (Test: Yes)
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟡 [User 2] AI SIGNAL: HOLD | Confidence: 86.1% | Technical indicators suggest hold signal with 86.1% confidence
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 3] ANALYZING ETHUSDT (Test: Yes)
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 🔴 [User 3] AI SIGNAL: SELL | Confidence: 87.4% | Technical indicators suggest sell signal with 87.4% confidence
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 3] Available USDT balance: $646.52
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 3] Trade validation PASSED - proceeding to execution
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 3] Trade params: Size=$60.87, Position=$0.048719
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 3] EXECUTING TRADE:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: ETHUSDT
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: SELL
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.048719
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $60.87
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: No
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 87.4%
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 3] ORDER FILLED:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 140737
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.048427
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $1248.9328
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.0609
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 3] TRADE COMPLETED:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.08s
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $60.54
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $1248.9328
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.101%
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 3] TRADE SUCCESS: SELL 0.048427 ETHUSDT @ $1248.9328
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 4] ANALYZING SOLUSDT (Test: Yes)
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟢 [User 4] AI SIGNAL: BUY | Confidence: 73.8% | Technical indicators suggest buy signal with 73.8% confidence
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 4] Available USDT balance: $3274.15
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 4] Trade validation PASSED - proceeding to execution
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 4] Trade params: Size=$327.40, Position=$0.125938
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 4] EXECUTING TRADE:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: SOLUSDT
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: BUY
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.125938
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $327.40
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: Yes
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 73.8%
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 4] ORDER FILLED:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 794576
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.123794
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $2598.7323
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.3274
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 4] TRADE COMPLETED:
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.41s
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $322.04
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $2598.7323
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.102%
2025-09-29 21:43:59 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 4] TRADE SUCCESS: BUY 0.123794 SOLUSDT @ $2598.7323
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 5] ANALYZING DOTUSDT (Test: No)
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟢 [User 5] AI SIGNAL: BUY | Confidence: 66.6% | Technical indicators suggest buy signal with 66.6% confidence
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 5] Available USDT balance: $4125.16
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 5] Trade validation PASSED - proceeding to execution
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 5] Trade params: Size=$223.24, Position=$0.070063
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 5] EXECUTING TRADE:
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: DOTUSDT
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: BUY
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.070063
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $223.24
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: Yes
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 66.6%
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 5] ORDER FILLED:
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 566189
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.069051
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $3186.5509
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.2232
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 5] TRADE COMPLETED:
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.66s
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $220.26
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $3186.5509
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.101%
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 5] TRADE SUCCESS: BUY 0.069051 DOTUSDT @ $3186.5509
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 6] ANALYZING DOTUSDT (Test: No)
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_user_analysis | 🔴 [User 6] AI SIGNAL: SELL | Confidence: 74.3% | Technical indicators suggest sell signal with 74.3% confidence
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 6] Available USDT balance: $1072.04
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 6] Trade validation PASSED - proceeding to execution
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 6] Trade params: Size=$69.74, Position=$0.055229
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 6] EXECUTING TRADE:
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: DOTUSDT
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: SELL
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.055229
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $69.74
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: No
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 74.3%
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 6] ORDER FILLED:
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 187499
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.054138
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $1262.2934
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.0697
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 6] TRADE COMPLETED:
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 1.41s
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $68.41
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $1262.2934
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.102%
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 6] TRADE SUCCESS: SELL 0.054138 DOTUSDT @ $1262.2934
2025-09-29 21:44:00 | INFO     | app.services.trading_bot | simulate_trading_cycle | ✅ Trading cycle #68 completed in 66.46s
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trading_cycle | 🔄 Starting trading cycle #10 at 21:44:01
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trading_cycle | 👥 TRADING CYCLE #10 STATS:
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trading_cycle |    📊 Active trading users: 5
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trading_cycle |    🌐 Connected users: 5
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trading_cycle |    🔌 Total connections: 9
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 1] ANALYZING DOTUSDT (Test: Yes)
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_user_analysis | 🟢 [User 1] AI SIGNAL: BUY | Confidence: 79.2% | Technical indicators suggest buy signal with 79.2% confidence
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | 💰 [User 1] Available USDT balance: $1619.83
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 1] Trade validation PASSED - proceeding to execution
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | 📋 [User 1] Trade params: Size=$78.44, Position=$0.024789
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | 🚀 [User 1] EXECUTING TRADE:
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Symbol: DOTUSDT
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    📈 Side: BUY
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Quantity: 0.024789
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    💵 Trade Value: $78.44
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    🧪 Test Mode: Yes
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    🎯 AI Confidence: 79.2%
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | ✅ [User 1] ORDER FILLED:
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    🆔 Order ID: 190980
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Executed Qty: 0.024729
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Fill Price: $3164.4378
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Commission: $0.0784
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | 📈 [User 1] TRADE COMPLETED:
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    ⏱️  Execution Time: 0.59s
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    💰 Total Cost: $78.33
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    📊 Effective Price: $3164.4378
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution |    💸 Fee %: 0.100%
2025-09-29 21:44:01 | INFO     | app.services.trading_bot | simulate_trade_execution | 🎉 [User 1] TRADE SUCCESS: BUY 0.024729 DOTUSDT @ $3164.4378
2025-09-29 21:44:02 | INFO     | app.services.trading_bot | simulate_user_analysis | 📊 [User 2] ANALYZING SOLUSDT (Test: No)
